gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.678	0.006	0.007	0.003	0.001	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.017	0.005	0.0	0.0	0.007
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	4.125	0.778	1.095	2.402	1.414	1.979	2.259	0.775	1.211	2.784	0.982	0.717	2.155	0.319	2.372	1.801	0.217	0.799	3.571	2.391	3.587	3.295
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.209	0.013	0.072	0.034	0.031	0.009	0.194	0.019	0.195	0.476	0.451	0.01	0.01	0.788	0.054	0.045	0.242	0.087	0.027	0.458	0.205	0.084
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.209	0.013	0.072	0.034	0.031	0.009	0.194	0.019	0.195	0.476	0.451	0.01	0.01	0.788	0.054	0.045	0.242	0.087	0.027	0.458	0.205	0.084
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.007	0.055	0.345	0.242	0.063	0.216	0.082	0.235	0.0	1.133	0.24	0.07	0.039	0.477	0.439	0.127	0.237	0.358	0.078	0.23	0.128	0.076
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.069	0.02	0.053	0.108	0.027	0.094	0.035	0.044	0.0	0.0	0.0	0.004	0.035	0.054	0.146	0.024	0.08	0.074	0.004	0.062	0.0	0.019
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.215	0.003	0.128	0.158	0.022	0.12	0.112	0.009	0.0	0.161	0.0	0.005	0.019	0.078	0.11	0.024	0.032	0.207	0.008	0.018	0.0	0.014
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.004	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.0	0.004	0.001	0.001	0.001	0.004	0.0	0.039	0.0	0.0	0.303	0.003	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.003
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.004	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.004	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.001	0.0	0.006	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.001	0.004	0.0	0.008	0.0	0.001
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.004	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	1.313	0.093	0.88	0.023	0.086	0.241	0.255	0.135	1.367	0.347	1.528	0.158	0.196	1.066	0.426	0.186	0.121	0.87	0.163	1.433	0.445	0.248
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.01	0.018	0.005	0.023	0.017	0.055	0.134	0.01	0.0	0.0	0.0	0.008	0.011	0.071	0.161	0.048	0.606	0.035	0.008	0.005	0.02	0.009
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	0.0	0.007	0.0	0.457	0.064	0.023	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.015	0.008	0.0	0.0	0.005	0.004	0.0	0.004
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.0	0.003	0.004	0.003	0.011	0.008	0.0	0.303	0.0	0.0	0.39	0.006	0.024	0.001	0.033	0.008	0.034	0.005	0.054	0.152	0.202	0.007
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.018	0.02	0.0	0.358	0.082	0.204	0.087	0.186	0.0	0.19	0.308	0.0	0.037	0.002	0.173	0.052	0.036	0.01	0.019	0.196	0.0	0.023
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.0	0.003	0.004	0.003	0.011	0.008	0.0	0.303	0.0	0.0	0.39	0.006	0.024	0.001	0.033	0.008	0.034	0.005	0.054	0.152	0.202	0.007
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.018	0.02	0.0	0.358	0.082	0.204	0.087	0.186	0.0	0.19	0.308	0.0	0.037	0.002	0.173	0.052	0.036	0.01	0.019	0.196	0.0	0.023
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.011	0.0	0.002	0.006	0.004	0.0	0.0	0.018	0.0	0.0	0.856	0.0	0.013	0.014	0.039	0.008	0.03	0.0	0.003	0.118	0.02	0.005
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.0	0.003	0.004	0.003	0.011	0.008	0.0	0.303	0.0	0.0	0.39	0.006	0.024	0.001	0.033	0.008	0.034	0.005	0.054	0.152	0.202	0.007
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.011	0.0	0.002	0.006	0.004	0.0	0.0	0.018	0.0	0.0	0.856	0.0	0.013	0.014	0.039	0.008	0.03	0.0	0.003	0.118	0.02	0.005
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.022	0.011	0.165	0.13	0.027	0.043	0.188	0.095	0.487	0.0	0.0	0.015	0.014	0.026	0.126	0.018	0.071	0.05	0.007	0.018	0.058	0.006
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	0.0	0.003	0.004	0.003	0.011	0.008	0.0	0.303	0.0	0.0	0.39	0.006	0.024	0.001	0.033	0.008	0.034	0.005	0.054	0.152	0.202	0.007
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.018	0.02	0.0	0.358	0.082	0.204	0.087	0.186	0.0	0.19	0.308	0.0	0.037	0.002	0.173	0.052	0.036	0.01	0.019	0.196	0.0	0.023
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.018	0.02	0.0	0.358	0.082	0.204	0.087	0.186	0.0	0.19	0.308	0.0	0.037	0.002	0.173	0.052	0.036	0.01	0.019	0.196	0.0	0.023
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	2.443	0.536	3.055	2.471	1.315	2.713	2.765	3.565	2.185	3.307	2.557	0.846	1.269	2.407	3.145	2.616	1.256	2.895	1.36	2.217	1.793	0.993
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	0.807	0.079	1.021	0.687	0.269	0.959	0.51	1.654	0.208	0.573	0.306	0.133	0.225	0.355	1.186	0.498	0.243	0.886	0.215	0.361	0.19	0.24
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	0.807	0.079	1.021	0.687	0.269	0.959	0.51	1.654	0.208	0.573	0.306	0.133	0.225	0.355	1.186	0.498	0.243	0.886	0.215	0.361	0.19	0.24
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	2.816	0.766	3.654	2.837	1.693	3.188	2.956	3.667	2.558	3.514	2.676	0.988	1.548	3.139	3.537	3.092	1.649	3.24	1.748	2.601	2.877	1.348
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	0.807	0.079	1.021	0.687	0.269	0.959	0.51	1.654	0.208	0.573	0.306	0.133	0.225	0.355	1.186	0.498	0.243	0.886	0.215	0.361	0.19	0.24
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.111	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.003	0.0	0.0	0.002	0.0	0.029	0.043	0.0	0.086
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.002	0.0	0.008	0.019	0.003	0.003	0.0	0.232	0.0	0.0	0.0	0.0	0.0	0.004	0.022	0.006	0.008	0.004	0.001	0.001	0.0	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	0.807	0.079	1.021	0.687	0.269	0.959	0.51	1.654	0.208	0.573	0.306	0.133	0.225	0.355	1.186	0.498	0.243	0.886	0.215	0.361	0.19	0.24
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.002	0.0	0.008	0.019	0.003	0.003	0.0	0.232	0.0	0.0	0.0	0.0	0.0	0.004	0.022	0.006	0.008	0.004	0.001	0.001	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.053	0.096	2.002	0.018	0.071	0.001	0.035	0.009	0.0	2.421	0.0	0.699	0.219	0.692	0.001	0.063	0.024	0.493	0.173	1.54	0.0	0.106
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.0	0.03	0.719	0.011	0.058	0.0	0.033	0.076	0.0	1.809	0.0	0.12	0.095	0.388	0.002	0.028	0.035	0.199	0.11	1.585	0.0	0.078
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.163	0.183	4.178	0.001	0.131	0.0	0.04	0.0	0.0	0.0	0.699	2.61	0.589	0.029	0.001	0.12	0.017	2.012	0.355	0.029	0.121	0.23
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.053	0.096	2.002	0.018	0.071	0.001	0.035	0.009	0.0	2.421	0.0	0.699	0.219	0.692	0.001	0.063	0.024	0.493	0.173	1.54	0.0	0.106
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.079	0.004	0.243	0.004	0.005	0.002	0.0	0.0	0.215	0.0	0.0	0.026	0.001	0.073	0.007	0.003	0.006	0.336	0.006	0.037	0.0	0.008
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.053	0.096	2.002	0.018	0.071	0.001	0.035	0.009	0.0	2.421	0.0	0.699	0.219	0.692	0.001	0.063	0.024	0.493	0.173	1.54	0.0	0.106
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.053	0.096	2.002	0.018	0.071	0.001	0.035	0.009	0.0	2.421	0.0	0.699	0.219	0.692	0.001	0.063	0.024	0.493	0.173	1.54	0.0	0.106
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.0	0.03	0.719	0.011	0.058	0.0	0.033	0.076	0.0	1.809	0.0	0.12	0.095	0.388	0.002	0.028	0.035	0.199	0.11	1.585	0.0	0.078
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.009	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.0	0.022	0.004	0.005	0.033	0.054	0.05	1.289	0.0	0.0	0.0	0.013	0.089	0.008	0.077	0.027	0.001	0.0	0.185	0.019	0.0	0.03
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.0	0.004	0.0	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.022	0.005	0.002	0.0	0.0	0.001	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.007	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.011	0.001	0.0	0.002	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.0	0.004	0.0	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.022	0.005	0.002	0.0	0.0	0.001	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.72	0.087	0.041	0.246	0.181	0.626	0.446	0.544	0.0	1.245	0.614	0.082	0.404	0.282	1.29	0.615	0.423	0.047	0.863	1.198	0.58	0.524
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.542	0.104	0.319	0.503	0.151	0.453	0.115	0.375	0.0	0.144	0.612	0.079	0.177	0.157	0.587	0.183	0.155	0.337	0.074	0.285	0.482	0.095
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.0	0.004	0.0	0.01	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.022	0.005	0.002	0.0	0.0	0.001	0.0	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.033	0.0	0.003	0.037	0.003	0.0	0.0	0.0	0.0	0.0	0.526	0.0	0.001	0.0	0.0	0.0	0.0	0.012	0.0	0.001	0.0	0.007
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.037	0.155	1.679	0.0	0.109	0.0	0.004	0.0	0.0	0.0	0.0	1.9	0.3	0.022	0.0	0.031	0.005	1.828	0.278	0.012	0.0	0.161
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.33	0.07	0.256	0.59	0.144	0.381	0.099	0.42	0.0	0.078	0.094	0.063	0.06	0.007	0.616	0.185	0.366	0.183	0.058	0.068	0.111	0.05
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.316	0.343	0.118	0.173	0.111	0.308	0.286	0.102	0.0	0.674	0.0	0.133	0.311	0.1	0.431	0.158	0.155	0.179	0.487	0.473	0.268	0.485
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.028	0.0	0.004	0.053	0.0	0.014	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.008	0.017	0.0	0.042	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.009	0.042	0.0	0.843	0.142	0.85	0.207	0.481	0.0	0.174	0.0	0.022	0.056	0.024	0.846	0.235	0.427	0.0	0.044	0.128	0.043	0.053
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.137	0.0	0.003	0.003	0.002	0.002	0.02	0.012	0.0	0.19	0.0	0.0	0.002	0.005	0.009	0.005	0.009	0.012	0.021	0.105	0.159	0.037
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.211	0.003	0.139	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.021	0.004	0.0	0.0	0.001	0.194	0.0	0.0	0.0	0.022
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.0	0.0	0.0	0.013	0.002	0.004	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.002	0.011	0.005	0.007	0.0	0.009	0.025	0.013	0.005
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.0	0.0	0.0	0.013	0.002	0.004	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.002	0.011	0.005	0.007	0.0	0.009	0.025	0.013	0.005
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.211	0.003	0.139	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.021	0.004	0.0	0.0	0.001	0.194	0.0	0.0	0.0	0.022
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.211	0.003	0.139	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.021	0.004	0.0	0.0	0.001	0.194	0.0	0.0	0.0	0.022
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.106	0.576	0.42	0.873	0.438	1.566	1.946	0.658	1.143	3.698	0.0	0.149	0.306	0.465	2.19	1.513	0.617	0.274	0.12	0.166	0.248	0.141
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.0	0.035	0.0	0.329	0.129	0.424	0.208	0.319	0.0	0.0	0.0	0.003	0.057	0.0	0.407	0.153	0.038	0.0	0.004	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.492	0.008	0.848	0.002	0.005	0.0	0.013	0.0	0.192	0.309	0.0	0.049	0.063	0.077	0.0	0.008	0.015	0.642	0.008	0.302	0.0	0.04
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.211	0.0	0.68	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.053	0.003	0.0	0.004	0.0	0.365	0.012	0.001	0.733	0.029
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.045	0.013	0.092	0.011	0.021	0.023	0.03	0.02	0.283	0.359	0.0	0.025	0.011	0.211	0.049	0.016	0.012	0.063	0.045	0.392	0.019	0.016
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.771	0.013	0.006	0.002	0.004	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.007	0.001	0.0	0.003	0.002	0.096	0.0	0.027	0.019	0.093
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.211	0.0	0.68	0.001	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.053	0.003	0.0	0.004	0.0	0.365	0.012	0.001	0.733	0.029
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.948	0.0	0.351	0.014	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.026	0.003	0.003	0.0	0.004	0.649	0.021	0.005	0.0	0.093
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.006	0.0	0.096	0.001	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.006	0.019	0.003	0.008	0.003	0.001	0.217	0.001	0.001	0.173	0.004
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.0	0.0	0.001	0.004	0.002	0.01	0.0	0.188	0.0	0.0	0.0	0.0	0.007	0.0	0.072	0.007	0.002	0.007	0.0	0.01	0.0	0.001
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	1.102	0.0	0.001	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.032	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	1.102	0.0	0.001	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.032	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.551	0.0	0.129	0.003	0.004	0.001	0.0	0.01	0.0	0.0	0.0	0.033	0.02	0.0	0.0	0.0	0.002	0.365	0.002	0.0	0.0	0.003
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.808	0.017	0.009	0.126	0.034	0.107	0.181	0.046	0.0	0.931	0.146	0.004	0.071	0.008	0.228	0.079	0.026	0.011	0.078	0.146	0.056	0.143
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.808	0.017	0.009	0.126	0.034	0.107	0.181	0.046	0.0	0.931	0.146	0.004	0.071	0.008	0.228	0.079	0.026	0.011	0.078	0.146	0.056	0.143
HLA-DRB1	HLADRB1	False	HLADRB1		CPI-SS0EF0750A7	3.126	0.285	0.66	1.555	0.887	1.086	1.451	0.276	0.281	1.858	0.594	0.319	1.311	0.112	1.57	1.095	0.139	0.394	2.518	1.752	1.832	2.109
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.0	0.004	0.001	0.001	0.001	0.004	0.0	0.039	0.0	0.0	0.303	0.003	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.003
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.0	0.004	0.001	0.001	0.001	0.004	0.0	0.039	0.0	0.0	0.303	0.003	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.003
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.0	0.0	0.016	0.001	0.0	0.03	0.0	0.02	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.0	0.004	0.001	0.001	0.001	0.004	0.0	0.039	0.0	0.0	0.303	0.003	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.003
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.0	0.0	0.016	0.001	0.0	0.03	0.0	0.02	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.044	0.019	0.113	0.173	0.051	0.348	0.058	0.149	0.0	0.185	0.135	0.017	0.052	0.22	0.381	0.091	0.118	0.174	0.024	0.279	0.237	0.04
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.044	0.019	0.113	0.173	0.051	0.348	0.058	0.149	0.0	0.185	0.135	0.017	0.052	0.22	0.381	0.091	0.118	0.174	0.024	0.279	0.237	0.04
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.14	0.0	0.161	0.01	0.002	0.021	0.027	0.078	0.195	0.235	0.147	0.014	0.023	0.323	0.046	0.011	0.012	0.089	0.008	0.056	0.015	0.012
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.02	0.0	0.003	0.029	0.006	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.015	0.006	0.002	0.004	0.006	0.006	0.012	0.057	0.013
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.044	0.019	0.113	0.173	0.051	0.348	0.058	0.149	0.0	0.185	0.135	0.017	0.052	0.22	0.381	0.091	0.118	0.174	0.024	0.279	0.237	0.04
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.14	0.0	0.161	0.01	0.002	0.021	0.027	0.078	0.195	0.235	0.147	0.014	0.023	0.323	0.046	0.011	0.012	0.089	0.008	0.056	0.015	0.012
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.02	0.0	0.003	0.029	0.006	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.015	0.006	0.002	0.004	0.006	0.006	0.012	0.057	0.013
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.044	0.019	0.113	0.173	0.051	0.348	0.058	0.149	0.0	0.185	0.135	0.017	0.052	0.22	0.381	0.091	0.118	0.174	0.024	0.279	0.237	0.04
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.14	0.0	0.161	0.01	0.002	0.021	0.027	0.078	0.195	0.235	0.147	0.014	0.023	0.323	0.046	0.011	0.012	0.089	0.008	0.056	0.015	0.012
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.02	0.0	0.003	0.029	0.006	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.015	0.006	0.002	0.004	0.006	0.006	0.012	0.057	0.013
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.0	0.005	0.0	0.017	0.009	0.044	0.041	0.023	0.0	0.0	0.0	0.003	0.005	0.002	0.093	0.024	0.074	0.0	0.0	0.002	0.015	0.001
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.14	0.0	0.161	0.01	0.002	0.021	0.027	0.078	0.195	0.235	0.147	0.014	0.023	0.323	0.046	0.011	0.012	0.089	0.008	0.056	0.015	0.012
