gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
EGFR	P00533	False	EGFR_HUMAN		CPI-SS07F042076	0.0	0.152	0.009	0.254	0.055	0.286	0.068	0.903	0.0	0.0	0.0	0.019	0.058	0.0	0.382	0.08	0.088	0.0	0.0	0.0	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.0	0.152	0.009	0.254	0.055	0.286	0.068	0.903	0.0	0.0	0.0	0.019	0.058	0.0	0.382	0.08	0.088	0.0	0.0	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.873	0.143	1.248	0.025	0.085	0.225	0.122	0.131	2.172	1.305	2.214	0.38	0.444	1.541	0.44	0.145	0.052	1.191	0.373	2.039	0.461	0.431
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	0.0	0.0	0.0	0.373	0.07	0.022	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.024	0.002	0.001	0.0	0.0	0.0	0.0	0.0
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	3.097	0.209	0.744	0.32	0.287	0.257	0.314	0.115	0.336	0.819	0.418	0.278	0.904	0.028	0.26	0.182	0.028	0.225	2.817	0.9	0.454	2.649
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	1.019	0.0	0.0	0.003	0.008	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.079	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.259	0.284
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.184	0.003	0.313	0.227	0.051	0.27	0.104	0.179	0.0	0.141	0.0	0.059	0.197	0.061	0.19	0.048	0.042	0.233	0.127	0.265	0.169	0.145
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.768	0.0	0.009	0.144	0.033	0.08	0.11	0.08	0.0	0.025	0.0	0.0	0.144	0.01	0.163	0.034	0.012	0.015	0.216	0.21	0.132	0.284
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.1	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.007
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.641	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.001	0.001	0.0	0.001	0.006	0.0	0.0	0.034	0.101
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	4.278	1.017	1.363	2.429	1.724	1.573	1.814	0.94	0.882	2.106	1.161	0.568	2.033	0.258	1.948	1.777	0.117	0.958	3.709	2.135	2.234	2.576
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.12	0.0	0.055	0.028	0.015	0.01	0.087	0.014	0.117	0.797	0.104	0.024	0.071	0.767	0.04	0.032	0.309	0.076	0.141	0.618	0.098	0.164
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.12	0.0	0.055	0.028	0.015	0.01	0.087	0.014	0.117	0.797	0.104	0.024	0.071	0.767	0.04	0.032	0.309	0.076	0.141	0.618	0.098	0.164
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.023	0.047	0.327	0.219	0.064	0.282	0.124	0.084	0.0	0.302	0.489	0.043	0.164	0.553	0.426	0.15	0.206	0.224	0.095	0.394	0.035	0.047
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.095	0.05	0.042	0.115	0.014	0.04	0.041	0.093	0.0	0.03	0.154	0.0	0.041	0.046	0.172	0.035	0.029	0.049	0.002	0.067	0.033	0.013
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.109	0.003	0.233	0.225	0.057	0.208	0.033	0.0	0.0	0.133	0.0	0.036	0.086	0.164	0.148	0.037	0.029	0.193	0.076	0.057	0.0	0.043
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.008	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.003
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	0.873	0.143	1.248	0.025	0.085	0.225	0.122	0.131	2.172	1.305	2.214	0.38	0.444	1.541	0.44	0.145	0.052	1.191	0.373	2.039	0.461	0.431
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.013	0.0	0.015	0.032	0.02	0.042	0.208	0.006	0.0	0.178	0.0	0.018	0.026	0.169	0.176	0.043	0.926	0.046	0.008	0.008	0.0	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	0.0	0.0	0.0	0.373	0.07	0.022	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.024	0.002	0.001	0.0	0.0	0.0	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.002	0.0	0.004	0.004	0.003	0.048	0.037	0.21	0.0	0.01	0.241	0.016	0.002	0.001	0.05	0.022	0.022	0.0	0.13	0.194	0.091	0.023
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.012	0.0	0.004	0.376	0.082	0.167	0.065	0.255	0.0	0.018	0.468	0.0	0.018	0.001	0.19	0.033	0.015	0.0	0.139	0.243	0.0	0.068
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.002	0.0	0.004	0.004	0.003	0.048	0.037	0.21	0.0	0.01	0.241	0.016	0.002	0.001	0.05	0.022	0.022	0.0	0.13	0.194	0.091	0.023
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.012	0.0	0.004	0.376	0.082	0.167	0.065	0.255	0.0	0.018	0.468	0.0	0.018	0.001	0.19	0.033	0.015	0.0	0.139	0.243	0.0	0.068
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.011	0.0	0.002	0.001	0.001	0.0	0.034	0.0	0.0	0.105	0.223	0.007	0.002	0.035	0.015	0.014	0.055	0.009	0.02	0.175	0.0	0.004
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.002	0.0	0.004	0.004	0.003	0.048	0.037	0.21	0.0	0.01	0.241	0.016	0.002	0.001	0.05	0.022	0.022	0.0	0.13	0.194	0.091	0.023
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.011	0.0	0.002	0.001	0.001	0.0	0.034	0.0	0.0	0.105	0.223	0.007	0.002	0.035	0.015	0.014	0.055	0.009	0.02	0.175	0.0	0.004
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.044	0.0	0.137	0.184	0.037	0.073	0.033	0.112	0.968	0.0	0.0	0.015	0.055	0.013	0.14	0.018	0.028	0.011	0.0	0.033	0.0	0.006
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	0.002	0.0	0.004	0.004	0.003	0.048	0.037	0.21	0.0	0.01	0.241	0.016	0.002	0.001	0.05	0.022	0.022	0.0	0.13	0.194	0.091	0.023
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.012	0.0	0.004	0.376	0.082	0.167	0.065	0.255	0.0	0.018	0.468	0.0	0.018	0.001	0.19	0.033	0.015	0.0	0.139	0.243	0.0	0.068
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.012	0.0	0.004	0.376	0.082	0.167	0.065	0.255	0.0	0.018	0.468	0.0	0.018	0.001	0.19	0.033	0.015	0.0	0.139	0.243	0.0	0.068
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	2.822	1.316	3.166	2.512	1.817	2.605	2.646	3.675	2.666	2.568	3.393	1.004	1.85	2.593	2.901	2.419	0.659	3.016	2.071	2.352	1.792	1.328
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	1.085	0.222	1.181	0.741	0.319	0.762	0.507	1.158	0.526	0.484	0.383	0.214	0.401	0.463	0.956	0.533	0.111	0.972	0.327	0.447	0.271	0.245
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	1.085	0.222	1.181	0.741	0.319	0.762	0.507	1.158	0.526	0.484	0.383	0.214	0.401	0.463	0.956	0.533	0.111	0.972	0.327	0.447	0.271	0.245
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	3.085	1.713	3.413	2.955	2.236	2.922	2.901	3.7	2.985	3.214	2.978	1.335	2.08	3.135	3.1	3.032	0.908	3.104	2.471	2.845	2.89	1.436
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	1.085	0.222	1.181	0.741	0.319	0.762	0.507	1.158	0.526	0.484	0.383	0.214	0.401	0.463	0.956	0.533	0.111	0.972	0.327	0.447	0.271	0.245
INS	P01308	False	INS_HUMAN		CPI-SS0323A2952	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.099	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.012	0.029	0.0	0.042
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.026	0.0	0.021	0.027	0.004	0.015	0.0	0.067	0.0	0.0	0.0	0.0	0.004	0.013	0.025	0.015	0.002	0.017	0.02	0.01	0.0	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	1.085	0.222	1.181	0.741	0.319	0.762	0.507	1.158	0.526	0.484	0.383	0.214	0.401	0.463	0.956	0.533	0.111	0.972	0.327	0.447	0.271	0.245
INS	P01308	False	INS_HUMAN		CPI-SS0EF2E7F3B	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.026	0.0	0.021	0.027	0.004	0.015	0.0	0.067	0.0	0.0	0.0	0.0	0.004	0.013	0.025	0.015	0.002	0.017	0.02	0.01	0.0	0.0
GAST	P01350	False	GAST_HUMAN		CPI-SS0830AF8E6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.011	0.0	0.0	0.0	0.0	0.0
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.0	0.0	0.0	0.001	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.03	0.009	0.0	0.0	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.046	0.0	1.587	0.053	0.242	0.005	0.319	0.034	0.0	2.925	0.437	0.634	0.444	1.199	0.026	0.259	0.087	0.31	0.675	2.161	0.214	0.235
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.046	0.059	0.653	0.024	0.085	0.0	0.085	0.074	0.0	2.024	0.0	0.163	0.22	1.099	0.019	0.114	0.042	0.082	0.63	2.067	0.156	0.157
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.067	0.248	4.027	0.028	0.04	0.015	0.109	0.0	0.241	0.113	0.742	1.946	0.798	0.025	0.018	0.045	0.014	0.744	0.092	0.07	0.028	0.089
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.046	0.0	1.587	0.053	0.242	0.005	0.319	0.034	0.0	2.925	0.437	0.634	0.444	1.199	0.026	0.259	0.087	0.31	0.675	2.161	0.214	0.235
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.028	0.009	0.276	0.004	0.003	0.001	0.0	0.0	0.14	0.157	0.0	0.013	0.073	0.375	0.009	0.007	0.003	0.18	0.044	0.1	0.0	0.024
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.046	0.0	1.587	0.053	0.242	0.005	0.319	0.034	0.0	2.925	0.437	0.634	0.444	1.199	0.026	0.259	0.087	0.31	0.675	2.161	0.214	0.235
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.046	0.0	1.587	0.053	0.242	0.005	0.319	0.034	0.0	2.925	0.437	0.634	0.444	1.199	0.026	0.259	0.087	0.31	0.675	2.161	0.214	0.235
INS	P01308	False	INS_HUMAN		CPI-SS06908C6CC	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.046	0.059	0.653	0.024	0.085	0.0	0.085	0.074	0.0	2.024	0.0	0.163	0.22	1.099	0.019	0.114	0.042	0.082	0.63	2.067	0.156	0.157
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.002	0.0	0.0	0.015	0.003	0.119	0.017	1.282	0.0	0.0	0.0	0.0	0.004	0.0	0.033	0.023	0.0	0.0	0.179	0.008	0.041	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.0	0.0	0.0	0.016	0.002	0.021	0.013	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.043	0.003	0.0	0.0	0.0	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.0	0.0	0.005	0.004	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.01	0.005	0.004	0.005	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.0	0.0	0.0	0.016	0.002	0.021	0.013	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.043	0.003	0.0	0.0	0.0	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.453	0.142	0.069	0.173	0.146	0.779	0.302	0.373	0.702	1.02	0.468	0.026	0.303	0.872	1.132	0.557	0.386	0.124	1.057	1.291	0.503	0.327
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.283	0.203	0.37	0.501	0.13	0.607	0.129	0.225	0.518	0.178	0.087	0.075	0.27	0.148	0.633	0.139	0.124	0.295	0.092	0.314	0.253	0.109
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.0	0.0	0.0	0.016	0.002	0.021	0.013	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.043	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A8E4200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.05	0.0	0.007	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.007	0.001	0.0	0.0	0.0	0.049	0.0	0.0	0.01	0.023
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.007	0.0	0.632	0.0	0.007	0.0	0.016	0.0	0.0	0.0	0.0	0.626	0.013	0.002	0.0	0.009	0.0	0.862	0.019	0.003	0.0	0.012
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.34	0.206	0.209	0.585	0.177	0.588	0.184	0.508	0.336	0.13	0.658	0.014	0.269	0.008	0.598	0.198	0.235	0.093	0.044	0.162	0.388	0.102
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS07A97B3E2	0.008	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.293	0.0	0.011	0.039	0.166	0.001	0.0	0.004	0.01	0.0	0.19	0.0	0.01
GAL	P22466	False	GALA_HUMAN		CPI-SS0471FCFF3	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.257	0.145	0.146	0.117	0.052	0.336	0.317	0.053	0.696	1.226	0.087	0.05	0.163	0.087	0.516	0.193	0.236	0.166	0.588	0.527	0.079	0.233
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.0	0.0	0.008	0.047	0.003	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.009	0.007	0.0	0.0	0.0	0.087	0.0	0.019
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.041	0.113	0.005	0.8	0.163	0.727	0.121	0.162	0.0	0.018	0.414	0.0	0.127	0.005	0.758	0.207	0.442	0.014	0.078	0.194	0.015	0.027
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.129	0.0	0.008	0.012	0.006	0.001	0.029	0.019	0.0	0.01	0.0	0.0	0.025	0.012	0.013	0.0	0.003	0.002	0.03	0.071	0.03	0.044
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.136	0.043	0.06	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.059	0.003	0.0	0.002	0.0	0.193	0.019	0.0	0.0	0.022
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.004	0.0	0.0	0.013	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.01	0.002	0.001	0.0	0.023	0.022	0.009	0.001
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.004	0.0	0.0	0.013	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.01	0.002	0.001	0.0	0.023	0.022	0.009	0.001
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.136	0.043	0.06	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.059	0.003	0.0	0.002	0.0	0.193	0.019	0.0	0.0	0.022
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.136	0.043	0.06	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.059	0.003	0.0	0.002	0.0	0.193	0.019	0.0	0.0	0.022
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.164	0.548	0.509	1.034	0.619	1.895	1.702	0.186	1.482	3.439	0.259	0.14	0.497	0.362	2.029	1.479	0.529	0.434	0.184	0.193	0.045	0.135
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.0	0.118	0.0	0.337	0.135	0.462	0.117	0.362	0.0	0.0	0.058	0.016	0.049	0.001	0.441	0.145	0.01	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.239	0.0	0.504	0.0	0.011	0.017	0.0	0.0	0.0	0.171	0.0	0.03	0.055	0.231	0.002	0.0	0.029	0.373	0.054	0.351	0.0	0.123
INS	P01308	False	INS_HUMAN		CPI-SS05E4B1EBC	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.124	0.0	0.719	0.002	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.098	0.193	0.001	0.0	0.003	0.005	0.214	0.0	0.001	0.134	0.012
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.05	0.0	0.055	0.009	0.023	0.021	0.022	0.027	0.0	0.61	0.0	0.062	0.034	0.82	0.037	0.008	0.009	0.052	0.039	0.469	0.006	0.109
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.329	0.0	0.043	0.001	0.0	0.015	0.007	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.004	0.003	0.0	0.562	0.018	0.018	0.037	0.205
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.124	0.0	0.719	0.002	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.098	0.193	0.001	0.0	0.003	0.005	0.214	0.0	0.001	0.134	0.012
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.636	0.0	0.067	0.014	0.0	0.003	0.0	0.01	0.0	0.0	0.0	0.014	0.02	0.001	0.002	0.003	0.0	0.257	0.018	0.003	0.026	0.105
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.002	0.0	0.124	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.13	0.001	0.003	0.0	0.001	0.27	0.0	0.001	0.0	0.006
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.0	0.0	0.001	0.008	0.0	0.016	0.031	0.058	0.0	0.0	0.0	0.0	0.021	0.002	0.089	0.011	0.015	0.003	0.018	0.013	0.0	0.0
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	1.019	0.0	0.0	0.003	0.008	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.079	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.259	0.284
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	1.019	0.0	0.0	0.003	0.008	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.079	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.259	0.284
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.81	0.035	0.508	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.217	0.143	0.004	0.0	0.004	0.004	0.792	0.016	0.0	1.121	0.176
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.768	0.0	0.009	0.144	0.033	0.08	0.11	0.08	0.0	0.025	0.0	0.0	0.144	0.01	0.163	0.034	0.012	0.015	0.216	0.21	0.132	0.284
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.768	0.0	0.009	0.144	0.033	0.08	0.11	0.08	0.0	0.025	0.0	0.0	0.144	0.01	0.163	0.034	0.012	0.015	0.216	0.21	0.132	0.284
HLA-DRB1	HLADRB1	False	HLADRB1		CPI-SS0EF0750A7	3.268	0.656	0.94	1.558	0.965	1.097	1.211	0.247	0.739	1.606	0.352	0.293	1.386	0.105	1.308	1.069	0.065	0.23	2.779	1.72	0.773	1.873
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
