gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	IRC	Ionocyte	MC	MoMa	NKT	NKT-p	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.0	0.012	0.033	0.015	0.012	0.0	0.0	0.15	0.0	0.0	0.0	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	0.812	0.127	0.731	0.735	0.33	0.134	0.802	0.717	0.154	0.0	0.407	0.703	0.299	0.182	0.514	0.0	0.278	0.0	0.187
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.0	0.012	0.033	0.015	0.012	0.0	0.0	0.15	0.0	0.0	0.0	0.015	0.0	0.003	0.0	0.0	0.0	0.0	0.0
GAST	P01350	False	GAST_HUMAN		CPI-SS0830AF8E6	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.011	0.0	0.0	0.0	0.0	0.0
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.0	0.0	0.0	0.0	0.027	0.093	0.0	0.0	0.0	0.0	0.0	0.031	0.044	0.031	0.0	0.0	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.0	0.0	1.317	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.0	0.271	0.0	0.172
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.0	0.0	0.773	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.084	0.0	0.698	0.0	0.237
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.139	0.0	3.749	0.011	0.011	0.0	0.0	0.0	0.0	4.203	0.0	0.012	0.0	0.004	2.268	0.0	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.0	0.0	1.317	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.0	0.271	0.0	0.172
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.0	0.008	0.469	0.003	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.032	0.0	0.0	0.42	0.0	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.0	0.0	1.317	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.0	0.271	0.0	0.172
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.0	0.0	1.317	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.0	0.271	0.0	0.172
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.0	0.0	0.773	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.084	0.0	0.698	0.0	0.237
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.0	0.0	0.0	0.003	0.014	0.0	0.846	0.0	0.0	0.0	0.0	0.022	0.017	0.0	0.0	0.0	0.0	0.0	0.062
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.0	0.0	0.0	0.016	0.0	0.025	0.0	0.0	0.0	0.0	0.017	0.009	0.03	0.004	0.0	0.0	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.007	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.0	0.0	0.0	0.016	0.0	0.025	0.0	0.0	0.0	0.0	0.017	0.009	0.03	0.004	0.0	0.0	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.515	0.316	0.029	0.337	0.041	0.228	0.485	1.041	0.532	0.0	0.373	1.194	0.609	0.566	0.029	2.98	1.229	1.481	0.92
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.542	0.101	0.425	0.593	0.156	0.143	0.161	0.501	0.126	0.0	0.435	0.492	0.256	0.149	0.315	0.0	0.651	1.028	0.161
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.0	0.0	0.0	0.016	0.0	0.025	0.0	0.0	0.0	0.0	0.017	0.009	0.03	0.004	0.0	0.0	0.0	0.0	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.0	0.0	1.019	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.665	0.0	0.0	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.287	0.141	0.488	0.685	0.244	0.243	0.524	0.0	0.0	0.0	0.047	0.568	0.326	0.373	0.323	0.0	0.176	0.0	0.154
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS07A97B3E2	0.0	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.027	0.0	0.0	0.0	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS0471FCFF3	0.0	0.008	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.0	0.02	0.0	0.074	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.008	0.002	0.03	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.0	0.221	0.0	1.105	0.3	0.231	1.402	0.0	0.0	0.0	0.424	0.899	0.434	0.538	0.0	0.0	0.385	0.361	0.025
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.259	0.0	0.0	0.011	0.0	0.0	0.035	0.0	0.443	0.0	0.0	0.028	0.0	0.009	0.0	0.0	0.215	1.771	0.125
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.407	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.123	0.0	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.0	0.014	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.0	0.014	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.407	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.123	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.407	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.123	0.0	0.0	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.144	0.935	0.236	1.081	0.525	1.318	0.536	1.699	0.126	0.0	0.818	1.937	1.336	0.647	0.273	0.0	0.284	0.0	0.118
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.0	0.236	0.0	0.277	0.073	0.056	0.195	0.0	0.0	0.0	0.394	0.442	0.21	0.034	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.179	0.0	0.352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.238	0.0	0.0	0.0	0.089
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	1.156	0.0	0.095	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.847	0.0	0.0	0.0	0.144
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.5	0.0	0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.041	0.0	0.0	0.0	0.0
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.986	0.052	0.0	0.168	0.01	0.09	0.055	0.0	0.0	0.0	0.0	0.155	0.023	0.011	0.027	0.0	0.17	0.0	0.22
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.986	0.052	0.0	0.168	0.01	0.09	0.055	0.0	0.0	0.0	0.0	0.155	0.023	0.011	0.027	0.0	0.17	0.0	0.22
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.0	0.0	0.0	0.0	0.0	0.0	0.256	0.0	0.0	0.0	0.122	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.0	0.03	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.0	0.0	0.0	0.0	0.0	0.0	0.256	0.0	0.0	0.0	0.122	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.0	0.03	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.128	0.064	0.094	0.207	0.08	0.0	0.209	0.0	0.0	0.0	0.072	0.369	0.077	0.114	0.224	0.0	0.386	0.0	0.102
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.128	0.064	0.094	0.207	0.08	0.0	0.209	0.0	0.0	0.0	0.072	0.369	0.077	0.114	0.224	0.0	0.386	0.0	0.102
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.207	0.102	0.069	0.011	0.0	0.025	0.0	0.0	0.158	0.0	0.031	0.146	0.008	0.021	0.039	0.0	0.058	0.0	0.059
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.046	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.001	0.0	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.128	0.064	0.094	0.207	0.08	0.0	0.209	0.0	0.0	0.0	0.072	0.369	0.077	0.114	0.224	0.0	0.386	0.0	0.102
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.207	0.102	0.069	0.011	0.0	0.025	0.0	0.0	0.158	0.0	0.031	0.146	0.008	0.021	0.039	0.0	0.058	0.0	0.059
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.046	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.001	0.0	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.128	0.064	0.094	0.207	0.08	0.0	0.209	0.0	0.0	0.0	0.072	0.369	0.077	0.114	0.224	0.0	0.386	0.0	0.102
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.207	0.102	0.069	0.011	0.0	0.025	0.0	0.0	0.158	0.0	0.031	0.146	0.008	0.021	0.039	0.0	0.058	0.0	0.059
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.046	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.001	0.0	0.0	0.0	0.0	0.0
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.0	0.039	0.0	0.013	0.013	0.024	0.0	0.0	0.0	0.0	0.056	0.176	0.071	0.061	0.0	0.0	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.207	0.102	0.069	0.011	0.0	0.025	0.0	0.0	0.158	0.0	0.031	0.146	0.008	0.021	0.039	0.0	0.058	0.0	0.059
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.034	0.057	0.038	0.524	0.079	0.085	0.094	0.0	0.0	0.0	0.106	0.241	0.038	0.032	0.0	0.0	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.207	0.102	0.069	0.011	0.0	0.025	0.0	0.0	0.158	0.0	0.031	0.146	0.008	0.021	0.039	0.0	0.058	0.0	0.059
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.76	0.162	1.072	1.39	0.499	0.326	0.952	0.408	0.126	0.0	0.223	1.071	0.256	1.232	0.645	0.0	0.409	1.028	0.08
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.207	0.102	0.069	0.011	0.0	0.025	0.0	0.0	0.158	0.0	0.031	0.146	0.008	0.021	0.039	0.0	0.058	0.0	0.059
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.408	0.0	0.057
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.0	0.0	0.773	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.084	0.0	0.698	0.0	0.237
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.139	0.0	3.749	0.011	0.011	0.0	0.0	0.0	0.0	4.203	0.0	0.012	0.0	0.004	2.268	0.0	0.0	0.0	0.0
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.408	0.0	0.057
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.139	0.0	3.749	0.011	0.011	0.0	0.0	0.0	0.0	4.203	0.0	0.012	0.0	0.004	2.268	0.0	0.0	0.0	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.0	0.036	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.139	0.0	3.749	0.011	0.011	0.0	0.0	0.0	0.0	4.203	0.0	0.012	0.0	0.004	2.268	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.032	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.013	0.021	0.0	0.0	0.0	0.0	0.162
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255	0.0	0.0	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0	0.1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.032	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.013	0.021	0.0	0.0	0.0	0.0	0.162
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.0	0.0	0.0	0.005	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.0	0.0	0.0	0.012	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.034	0.022	0.0	0.0	0.0	0.042	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.0	0.0	0.0	0.005	0.0	0.195	0.0	0.0	0.0	0.0	0.0	0.044	0.021	0.139	0.0	0.0	0.802	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS09FAC4977	0.0	0.0	0.0	0.005	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	0.0	0.0	0.0	0.012	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.034	0.022	0.0	0.0	0.0	0.042	0.0	0.0
CXCL1	P09341	False	GROA_HUMAN		CPI-SS08102DC9E	0.0	0.104	0.0	0.01	0.06	0.837	0.05	0.0	0.0	0.0	0.252	0.242	0.255	0.622	0.0	0.0	0.13	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.0	0.0	0.0	0.005	0.0	0.195	0.0	0.0	0.0	0.0	0.0	0.044	0.021	0.139	0.0	0.0	0.802	0.0	0.0
PPBP	P02775	False	CXCL7_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.0	0.0	0.0	0.002	0.012	0.027	0.0	0.0	0.0	0.0	0.0	0.056	0.035	0.126	0.0	0.0	0.603	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0747FCACD	0.0	0.0	0.0	0.005	0.0	0.262	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.003	0.0	0.0	0.0	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.611	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.009	0.009	0.0	0.0	0.017	0.0	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.0	0.553	0.0	1.149	0.641	0.567	0.106	0.0	0.0	0.0	1.401	1.307	0.954	0.449	0.03	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0	0.012	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.156	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.03	0.038	0.0	0.0	0.35	0.0	0.112
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.0	0.094	0.0	0.016	0.0	0.061	0.05	0.0	0.0	0.0	0.045	0.144	0.024	0.006	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.0	0.061	0.0	0.01	0.0	0.0	0.136	0.0	0.0	0.0	0.017	0.127	0.064	0.037	0.0	0.0	0.042	0.0	0.015
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.3	0.067	0.134	0.147	0.058	0.259	0.03	0.15	0.725	0.0	0.348	0.322	0.171	0.187	0.039	0.0	0.727	1.028	0.446
